"Mort7" "Mort" "Doa" "Condemn"
0.673202614379085 0.385597385620915 0.13442 0.91532
0.674220963172805 0.390979036827195 0.06952 0.70392
0.237105711849957 0.322394288150043 0.10424 0.96655
0.568817818389492 0.408882181610508 0.33933 1.52855
0.257806826434277 1.24549317356572 0.18792 0.1745
0.952380952380952 0.542819047619048 0.07194 0.48201
3.14705882352941 0.852941176470588 0.05012 0.48446
0.965686274509804 1.3088137254902 0.09902 0.70841
2.93137254901961 1.51962745098039 0.02207 0.33105
0.659879336349925 3.02792066365008 0.23516 0.7716
0.335134053621449 1.60066594637855 0.02703 0.5
0.868421052631579 1.99557894736842 0.26911 0.85217
0.562957402889848 0.806942597110152 0.0496 0.51256
0.946291560102302 2.8261084398977 0.1978 0.32967
1.00227591036415 2.84052408963585 0.06978 0.2582
0.931372549019608 1.78922745098039 0.14646 0.72495
0.561946902654867 1.39385309734513 0.08081 0.2963
1.27412304083591 1.02887695916409 0.07736 1.01976
1.11415525114155 1.13244474885845 0.13495 0.43185
1.60294117647059 0.779458823529412 0.06594 0.51655
0.555222088835534 1.09547791116447 0.06614 0.94797
1.171802054155 0.994397945845005 0.08961 0.49283
1.33653846153846 1.46156153846154 0.06614 0.81018
0.470588235294118 0.970611764705883 0.05936 0.43033
0.79520697167756 1.52139302832244 0.22436 0.13354
0.774193548387097 0.704706451612903 0.1443 0.50505
0.833333333333333 2.38016666666667 0.39131 1.16559
1.0343137254902 2.1519862745098 0.16071 0.67857
1.45454545454545 1.42605454545455 0.36759 1.64578
0.618401206636501 2.2623987933635 0.1692 3.09644
1.07843137254902 0.988568627450981 0.15873 0.46627
1.66199813258637 1.82070186741363 0.07519 1.15289
0.944956295771321 1.03554370422868 0.17544 0.65163
1.00944081336238 4.48805918663762 0.12363 3.57142
0.816993464052288 1.12400653594771 0.01867 0.16806
0.719282687949552 1.45331731205045 0.06614 2.44709
0.61437908496732 1.43142091503268 0.02083 1.21528
0.837579126138644 3.48922087386136 0.25594 0.7404
1.39830508474576 1.12709491525424 0.36693 1.28017
1.17269984917044 4.59650015082956 1.03602 1.75327
1.19148936170213 0.989410638297872 0.05645 0.65323
1.65957446808511 4.78722553191489 0.24129 1.44102
0.83710407239819 1.98339592760181 0.21409 0.80286
1.05542216886755 1.78067783113245 0.08177 0.80286
1.44796380090498 2.75263619909502 0.27603 1.68476
1.63380281690141 1.02819718309859 0.26085 1.11203
1.89317106152806 1.20692893847194 0.23361 0.46374
0.633169934640523 1.58903006535948 0.16429 0.58571
1.40714285714286 1.68215714285714 0.12222 1.0926
2.11161387631976 1.75338612368024 0.2154 0.50261
2.75572519083969 2.8625748091603 0.1626 2.78455
0.447058823529412 1.20394117647059 0.17426 2.00396
0.941176470588235 0.564723529411765 0.04444 0.4
1.34926470588235 3.08453529411765 0.47633 3.49956
3 1.3067 0.3554 1.6899
0.140056022408964 2.23574397759104 0.21151 2.49282
3.00892857142857 2.80357142857143 0.29803 1.01635
0.545098039215686 0.690201960784314 0.05882 0.32127
1.28104575163399 2.33005424836601 0.28395 1.42386
0.646641635377555 1.32665836462244 0.1623 1.30366
0.608519269776876 1.54158073022312 0.13103 0.24827
2.33426704014939 2.01213295985061 0.09294 0.57719
1.23366013071895 1.53593986928105 0.15677 2.36893
2.25 2 0.0663 1.16028
2.83056812468577 2.78033187531423 0.08715 0.69716
1.29736104968303 1.82443895031697 0.15871 1.87425
0.960338560034724 0.618561439965276 0.13919 0.70757
0.152112286524234 0.497787713475766 0 0.80045
0.142146410803127 0.518453589196873 0 1.20235
0.239914696996623 0.604185303003377 0 0.21429
0.552584670231729 1.50621532976827 0 1.44543
0.0829703381041278 0.269629661895872 0 0.49773
0.219388454682572 0.452511545317428 0 0.1571
0.255964454747416 0.502235545252584 0.05754 0.28769
0.204991087344029 4.33150891265597 0 0.88265
0.151515151515152 3.1729 0 0.28158
0.500282417493746 0.556717582506253 0.06363 0.30226
0.297422339722406 0.209277660277594 0.04233 0.31746
0.386500754147813 0.414799245852187 0 0.44333
0.325121017267539 0.426278982732461 0.04395 0.67389
0.228152654867257 0.228147345132743 0 0.29688
0.647058823529412 0.333341176470588 0 0.26964
0.272331154684096 0.119868845315904 0 0.39656
0.159279778393352 0.334520221606648 0.01426 0.31371
0.530565167243368 0.778534832756632 0.1 0.44118
0.261437908496732 0.499562091503268 0.06466 0.16459
0.410654827968923 0.451345172031077 0.13889 0.21825
0.150560224089636 0.371139775910364 0.04256 0.11349
1.3763197586727 0.9879802413273 0.07343 0.40193
0.480392156862745 0.718907843137255 0.22792 0.14245
1.77978883861237 0.592011161387632 0.05773 0.19627
0.466976264189886 1.14552373581011 0.10251 0.22079
1.86341659951652 1.94068340048348 0.68278 0.20838
1.33545310015898 1.69054689984102 0.14014 0.2002
0.64464141821112 1.18955858178888 0.22018 0.05505
1.84232026143791 1.17237973856209 0.25843 0.58695
0.865704772475028 0.943395227524972 0.03053 0.21368
1.15904139433551 0.531558605664488 0.03097 0.03097
0.332633053221288 0.777266946778712 0.19417 0.12585
0.230392156862745 0.509807843137255 0.09921 0.08267
1.22260668973472 10.3536933102653 0.06494 0.1342
1.22549019607843 3.80270980392157 0.11843 0.23148
0.321350762527233 0.479349237472767 0.08594 0.1064
0.584313725490196 1.4509862745098 0.59312 0.22442
0.485527544351074 1.61067245564893 0.05241 0.38115
1.32002801120448 1.77517198879552 0.32107 0.06567
0.57843137254902 1.67646862745098 0.06091 0.58883
0.840336134453782 1.34456386554622 1.24017 0.21174
0.441176470588235 1.52662352941176 0.36393 0.29709
3.7203302373581 0.479869762641898 0.08333 0.08333
0.535628885700622 0.693471114299378 0.05887 0.17661
0.512920399948059 1.32127960005194 0.04955 0.22793
2.87555555555556 1.50664444444444 0.19141 0.99052
1.28177196804648 1.92442803195352 0.05 0.23333
0.485036119711042 0.196063880288958 0.07202 0.15432
0.253004427577483 0.575595572422517 0.40588 0.09019
0.912778904665314 0.936421095334686 0.07485 0.30439
0.815466373465274 1.12703362653473 0.34014 1.78571
0.703177822853279 2.78902217714672 0.4661 1.92267
0.412765957446808 0.548934042553191 0.07595 1.34177
0.792483660130719 0.441216339869281 0.04519 0.45194
0.716323681175256 0.734576318824744 0.13636 0.22728
0.607416879795396 1.2609831202046 0.075 0.7375
0.46462063086104 0.74167936913896 0.07339 0.52592
3.79709576138148 1.69090423861852 0.0625 0.475
0.258469858438047 0.123230141561953 0.05051 0.25253
1.21625461778914 1.28734538221086 0.06042 0.18505
0.695187165775401 0.755812834224599 0.04486 0.28409
1.05853935777209 1.27876064222791 0.0417 0.21312
0.966183574879227 1.29301642512077 0.05 0.6625
1.20023767082591 1.75286232917409 0.0979 0.89385
1.81468830059778 1.27241169940222 0.09881 1.21045
1.78221288515406 1.69818711484594 0.05682 0.34091
0.606957809030348 1.16214219096965 0.08333 0.5625
0.861833105335157 2.61746689466484 0.10294 0.29412
0.368269135065194 0.373230864934806 0.02332 0.79273
1.54731457800512 1.93518542199488 0.02512 1.95906
0.235964198535395 0.333635801464605 0.02488 0.36069
0.406020994256288 1.16857900574371 0.10288 0.30864
2.83924025846877 1.31195974153123 0.05682 0.30682
0.700692041522491 1.31490795847751 0.01263 0.74495
0.434640522875817 0.094759477124183 0.13587 3.70553
1.49673202614379 3.16996797385621 0.18853 0.59536
1.71781756180733 3.34188243819267 0.1125 0.875
0.651960784313726 0.318639215686275 0.04486 0.29904
1.00905859419791 1.24124140580209 0.11622 3.37035
1.13652868554829 1.72117131445171 0.03382 2.01804
0.554388422035481 0.449311577964519 0.03133 0.62656
0.145602795573675 0.305797204426325 0.07631 0.45784
0.298380221653879 0.805619778346121 0.09091 0.31818
0.342245989304813 0.270954010695187 0.0731 0.52632
0.507246376811594 1.13385362318841 0.05059 0.31618
0.199709513435004 0.639090486564996 0.06814 0.28618
0.534242682580278 1.79595731741972 0.26405 1.93638
0.647911338448423 1.07838866155158 0.45961 0.67549
0.558315969439547 0.654484030560453 0.04887 0.33598
2.08276859130749 2.09633140869251 0.18182 0.26316
1.14901960784314 1.16858039215686 0.11765 3.15687
0.453885257806826 1.32531474219317 0.07022 0.45881
0.840204161758932 1.82569583824107 0.1336 0.52227
1.28342245989305 1.59357754010695 0.17295 1.08188
0.373406193078324 1.07009380692168 0.0653 0.19589
1.34285714285714 1.80954285714286 0.08914 0.14857
0.907611953078175 1.00608804692183 0.14829 0.08287
1.25490196078431 2.14709803921569 0.11902 0.33635
2.08521870286576 1.35368129713424 0.08889 0.0680477777777778
0.909860347016504 1.0544396529835 0.18627 0.37253
0.780682643427741 1.59771735657226 0.36567 0.0709
0.735294117647059 0.973005882352941 0.09883 0.37251
0.632911392405063 4.83158860759494 0.10132 0.59031
1.13493673331402 11.890263266686 0.04482 0.67787
0.428921568627451 4.56697843137255 0.08012 0.36055
0.490405117270789 1.36459488272921 0.26723 0.18285
1.25565610859729 1.71564389140271 0.2 0.2
1.37647058823529 2.11372941176471 0.07365 0.74468
0.461915535444947 1.10298446455505 0.11111 1.23612
1.19909502262443 1.28960497737557 0.13972 0.19725
0.481596147230822 1.54450385276918 0.14164 0.35765
1.04166666666667 1.88153333333333 0.17143 1.24286
2.46187363834423 1.14382636165577 0.09337 0.21623
1.10201402563305 1.09858597436695 0.1368 0.513
1.585313174946 1.758086825054 0.23114 0.96154
0.43179726764352 1.29180273235648 0.15801 0.80083
0.442137639369473 1.32646236063053 0.11897 0.66755
1.86274509803922 1.31715490196078 0.1371 0.55725
0.876696832579186 1.43290316742081 0.2 1.2
1.67342799188641 1.79177200811359 0.09706 0.90127
0.953654188948307 5.69964581105169 1.42241 0.97748
0.326797385620915 0.733002614379085 0.03636 0.56363
1.12168396770473 0.761216032295271 0.08798 0.80944
0.768500948766603 1.6571990512334 0.08889 0.25555
0.486111111111111 0.424788888888889 0 0.15152
0.738461538461538 0.942338461538462 0.1194 0.43284
3.35862068965517 3.45167931034483 0.4 1.68695
0.830753353973168 0.975246646026832 0.86 0.36
0.989304812834225 1.49439518716578 0.09346 0.36449
1.15686274509804 1.24703725490196 0.30526 0.95789
0.968627450980392 0.698072549019608 0.05714 0.17143
0.85375816993464 0.85374183006536 0 0.17949
0.3125 0.5625 0.01667 0.26666
0.956404190604934 0.969895809395066 0.15714 0.55714
0.990896358543417 0.539203641456583 0.07353 0.47794
1.12745098039216 4.98694901960784 0.048 1.176
0.714523097374543 3.97977690262546 0.08475 0.27118
1.62366701066391 0.966632989336085 0.10938 0.10938
0.647058823529412 0.588241176470588 0.075 0.45834
1.66666666666667 1.74323333333333 0.06667 0.23333
2.01666666666667 3.01663333333333 0.44375 0.98125
0.451680672268908 0.773819327731092 0.02143 0.15
0.473145780051151 0.630854219948849 0.07317 0.04878
0.635564570655849 1.12913542934415 0.05525 0.08839
0.809614168247944 0.793785831752056 0.04211 0.24737
1.75420168067227 0.588198319327731 0.11475 0.5082
0.926267281105991 0.866332718894009 0 0.82418
0.778481012658228 1.39871898734177 0 0.29744
0.127585280687618 1.34971471931238 0.99148 2.33084
1 1.1333 0.05 0.25
0.809269162210339 1.33693083778966 0.09081 0.27244
0.430520034100597 0.592479965899403 0.06667 0.6
0.451716522786589 1.00048347721341 0.04197 0.39172
0.606896551724138 0.865503448275862 0.06667 0.24
0.896597955421485 1.56690204457851 0.33062 0.72058
0.775100401606426 0.871499598393574 0.09636 0.41612
1.63398692810458 2.00981307189543 0.13624 0.51658
1.62193909821993 2.43066090178007 0.42567 1.03107
0.36231884057971 0.58828115942029 0.19789 0.38698
1.15938491579204 2.08281508420796 0.20367 0.52372
1.7406962785114 2.1449037214886 0.17573 0.6569
2.58899676375405 2.01310323624595 0.07264 0.84259
1.1294964028777 1.3741035971223 0.45767 0.30512
2.16937838965373 3.38752161034627 0.18269 0.35577
0.572422517394054 2.31187748260595 0.1 0.24667
1.37142857142857 1.31427142857143 0.04286 0.34286
1.62045968141983 4.28264031858017 0.09737 0.85911
0.735294117647059 3.28530588235294 0.04376 0.60175
1.14345532874341 1.60244467125659 0.07089 0.29608
0.669527896995708 1.04717210300429 0.07047 0.16737
0.53921568627451 2.40548431372549 0.03555 0.27019
1.07357859531773 13.9364214046823 0.16638 0.64381
1.17349970291147 2.07960029708853 0.07701 0.28751
0.615595075239398 2.7041049247606 0.11098 0.4994
0.744371822803195 2.6180281771968 0.11831 1.2906
0.7703081232493 2.2185918767507 0.43747 0.25412
0.794679105122225 2.50932089487777 0.60201 0.36121
0.839727195225917 1.32137280477408 0.04954 0.23117
1.1171910624715 3.7001089375285 0.15873 0.5506
1.4349376114082 2.1479623885918 0.02817 0.22067
0.750700280112045 1.70869971988796 0.05747 0.25287
0.298380221653879 0.707619778346121 0.14256 0.19707
1.88096574957889 1.66573425042111 0.08363 0.18202
0.887198986058302 0.958001013941698 0.68293 0.22561
2.12636165577342 2.84533834422658 0.14605 0.35144
3.81263616557734 0.840763834422658 0.0496 0.19841
0.380434782608696 2.1956652173913 0.12626 0.19729
0.389928698752228 1.95517130124777 0.05248 0.07873
0.383631713554987 1.02726828644501 0.14382 0.44452
0.554134697357204 3.4867653026428 0.09921 0.12401
1.21153846153846 0.519261538461538 0.09618 0.11542
1.57692307692308 0.602576923076923 0.25649 0.48203
2.26229508196721 1.54100491803279 0.47576 0.77273
1.35172413793103 0.910375862068966 0.24028 0.31802
1.02702702702703 1.59457297297297 0.14566 0.85154
2.35294117647059 2.09145882352941 0.2911 0.81507
1.87062937062937 1.16787062937063 0.22581 0.52688
1.29054054054054 2.05405945945946 0.09375 0.69097
1.26190476190476 2.34519523809524 0.2686 0.70247
0.983974358974359 1.38782564102564 0.46824 0.70236
2.75568181818182 2.04541818181818 0.58462 0.85866
